"","d"
"2499",2
"2500",1
"2501",5
"2502",1
"2503",4
"2504",5
"2505",2
"2506",12
"2507",4
"2508",9
"2509",1
"2510",4
"2511",4
"2512",2
"2513",9
"2514",9
"2515",4
"2516",2
"2517",1
"2518",1
"2519",8
"2520",1
"2521",1
"2522",2
"2523",3
"2524",2
"2525",10
"2526",2
"2527",2
"2528",3
"2529",6
"2530",2
"2531",2
"2532",1
"2533",2
"2534",20
"2535",7
"2536",2
"2537",7
"2538",4
"2539",5
"2540",1
"2541",4
"2542",3
"2543",4
"2544",4
"2545",14
"2546",2
"2547",2
"2548",3
"2549",3
"2550",23
"2551",1
"2552",1
"2553",18
"2554",5
"2555",1
"2556",13
"2557",2
"2558",8
"2559",1
"2560",2
"2561",12
"2562",4
"2563",1
"2564",2
"2565",8
"2566",14
"2567",6
"2568",8
"2569",6
"2570",3
"2571",2
"2572",9
"2573",7
"2574",14
"2575",2
"2576",2
"2577",3
"2578",3
"2579",1
"2580",6
"2581",7
"2582",2
"2583",2
"2584",8
"2585",11
"2586",6
"2587",13
"2588",1
"2589",3
"2590",1
"2591",2
"2592",10
"2593",4
"2594",8
"2595",15
"2596",8
"2597",1
"2598",2
"2599",3
"2600",5
"2601",12
"2602",8
"2603",6
"2604",2
"2605",13
"2606",6
"2607",3
"2608",2
"2609",7
"2610",4
"2611",2
"2612",1
"2613",2
"2614",4
"2615",5
"2616",4
"2617",2
"2618",6
"2619",7
"2620",2
"2621",3
"2622",3
"2623",1
"2624",2
"2625",5
"2626",5
"2627",7
"2628",3
"2629",9
"2630",4
"2631",7
"2632",5
"2633",7
"2634",3
"2635",6
"2636",4
"2637",5
"2638",9
"2639",3
"2640",8
"2641",2
"2642",1
"2643",1
"2644",3
"2645",4
"2646",20
"2647",7
"2648",2
"2649",12
"2650",2
"2651",3
"2652",4
"2653",7
"2654",30
"2655",14
"2656",4
"2657",2
"2658",2
"2659",6
"2660",17
"2661",1
"2662",9
"2663",3
"2664",2
"2665",10
"2666",3
"2667",7
"2668",1
"2669",1
"2670",2
"2671",2
"2672",1
"2673",4
"2674",4
"2675",1
"2676",2
"2677",8
"2678",2
"2679",1
"2680",7
"2681",2
"2682",7
"2683",15
"2684",1
"2685",4
"2686",16
"2687",11
"2688",1
"2689",10
"2690",9
"2691",6
"2692",6
"2693",5
"2694",3
"2695",15
"2696",2
"2697",17
"2698",1
"2699",5
"2700",2
"2701",7
"2702",18
"2703",22
"2704",7
"2705",4
"2706",3
"2707",7
"2708",1
"2709",3
"2710",1
"2711",19
"2712",3
"2713",10
"2714",2
"2715",16
"2716",4
"2717",2
"2718",1
"2719",3
"2720",7
"2721",8
"2722",5
"2723",5
"2724",2
"2725",3
"2726",10
"2727",1
"2728",4
"2729",5
"2730",9
"2731",3
"2732",2
"2733",8
"2734",6
"2735",7
"2736",7
"2737",6
"2738",3
"2739",1
"2740",1
"2741",1
"2742",10
"2743",3
"2744",4
"2745",5
"2746",3
"2747",2
"2748",2
"2749",3
"2750",5
"2751",7
"2752",1
"2753",4
"2754",2
"2755",7
"2756",1
"2757",6
"2758",12
"2759",4
"2760",1
"2761",1
"2762",1
"2763",2
"2764",1
"2765",2
"2766",5
"2767",1
"2768",8
"2769",5
"2770",12
"2771",3
"2772",2
"2773",2
"2774",1
"2775",1
"2776",5
"2777",5
"2778",7
"2779",4
"2780",1
"2781",9
"2782",2
"2783",1
"2784",3
"2785",4
"2786",2
"2787",5
"2788",3
"2789",2
"2790",4
"2791",12
"2792",6
"2793",1
"2794",13
"2795",6
"2796",12
"2797",2
"2798",3
"2799",18
"2800",2
"2801",9
"2802",7
"2803",3
"2804",1
"2805",14
"2806",4
"2807",1
"2808",5
"2809",6
"2810",5
"2811",11
"2812",6
"2813",2
"2814",2
"2815",18
"2816",5
"2817",1
"2818",3
"2819",4
"2820",7
"2821",4
"2822",2
"2823",1
"2824",2
"2825",8
"2826",13
"2827",25
"2828",6
"2829",5
"2830",6
"2831",10
"2832",12
"2833",2
"2834",6
"2835",1
"2836",14
"2837",8
"2838",7
"2839",1
"2840",18
"2841",5
"2842",21
"2843",2
"2844",4
"2845",2
"2846",1
"2847",9
"2848",1
"2849",3
"2850",1
"2851",5
"2852",5
"2853",3
"2854",16
"2855",5
"2856",2
"2857",1
"2858",11
"2859",8
"2860",1
"2861",9
"2862",2
"2863",1
"2864",1
"2865",4
"2866",10
"2867",6
"2868",3
"2869",1
"2870",2
"2871",1
"2872",2
"2873",2
"2874",2
"2875",7
"2876",2
"2877",1
"2878",1
"2879",1
"2880",5
"2881",14
"2882",4
"2883",9
"2884",8
"2885",3
"2886",6
"2887",2
"2888",2
"2889",2
"2890",3
"2891",1
"2892",11
"2893",10
"2894",5
"2895",2
"2896",10
"2897",1
"2898",1
"2899",4
"2900",5
"2901",9
"2902",4
"2903",11
"2904",3
"2905",2
"2906",1
"2907",2
"2908",2
"2909",4
"2910",8
"2911",2
"2912",2
"2913",3
"2914",2
"2915",2
"2916",1
"2917",7
"2918",3
"2919",1
"2920",7
"2921",12
"2922",2
"2923",4
"2924",4
"2925",5
"2926",2
"2927",1
"2928",9
"2929",5
"2930",1
"2931",7
"2932",3
"2933",3
"2934",4
"2935",15
"2936",4
"2937",3
"2938",1
"2939",10
"2940",1
"2941",16
"2942",10
"2943",8
"2944",4
"2945",16
"2946",4
"2947",2
"2948",9
"2949",1
"2950",5
"2951",4
"2952",2
"2953",2
"2954",5
"2955",4
"2956",5
"2957",10
"2958",2
"2959",8
"2960",1
"2961",9
"2962",16
"2963",1
"2964",1
"2965",9
"2966",6
"2967",2
"2968",5
"2969",2
"2970",6
"2971",4
"2972",3
"2973",2
"2974",5
"2975",2
"2976",3
"2977",2
"2978",3
"2979",3
"2980",7
"2981",1
"2982",10
"2983",7
"2984",14
"2985",25
"2986",9
"2987",4
"2988",5
"2989",5
"2990",1
"2991",1
"2992",2
"2993",4
"2994",4
"2995",2
"2996",2
"2997",18
"2998",10
"2999",2
"3000",4
"3001",2
"3002",6
"3003",2
"3004",5
"3005",4
"3006",11
"3007",4
"3008",3
"3009",6
"3010",9
"3011",2
"3012",14
"3013",3
"3014",5
"3015",2
"3016",2
"3017",3
"3018",1
"3019",1
"3020",2
"3021",5
"3022",4
"3023",1
"3024",1
"3025",2
"3026",6
"3027",1
"3028",1
"3029",6
"3030",7
"3031",1
"3032",6
"3033",3
"3034",1
"3035",2
"3036",1
"3037",2
"3038",4
"3039",5
"3040",5
"3041",4
"3042",5
"3043",4
"3044",6
"3045",3
"3046",1
"3047",15
"3048",13
"3049",1
"3050",2
"3051",1
"3052",8
"3053",6
"3054",5
"3055",2
"3056",13
"3057",2
"3058",8
"3059",2
"3060",22
"3061",1
"3062",4
"3063",1
"3064",3
"3065",13
"3066",13
"3067",7
"3068",4
"3069",6
"3070",6
"3071",1
"3072",4
"3073",4
"3074",4
"3075",2
"3076",5
"3077",5
"3078",1
"3079",5
"3080",8
"3081",4
"3082",11
"3083",2
"3084",5
"3085",12
"3086",3
"3087",1
"3088",2
"3089",6
"3090",5
"3091",18
"3092",3
"3093",1
"3094",1
"3095",4
"3096",7
"3097",8
"3098",7
"3099",3
"3100",2
"3101",1
"3102",3
"3103",2
"3104",3
"3105",1
"3106",1
"3107",16
"3108",9
"3109",1
"3110",10
"3111",4
"3112",13
"3113",2
"3114",1
"3115",2
"3116",2
"3117",14
"3118",3
"3119",12
"3120",9
"3121",13
"3122",14
"3123",2
"3124",1
"3125",3
"3126",3
"3127",6
"3128",2
"3129",6
"3130",1
"3131",3
"3132",1
"3133",8
"3134",1
"3135",3
"3136",8
"3137",7
"3138",1
"3139",2
"3140",5
"3141",1
"3142",7
"3143",2
"3144",2
"3145",1
"3146",8
"3147",5
"3148",2
"3149",2
"3150",1
"3151",5
"3152",3
"3153",3
"3154",4
"3155",3
"3156",2
"3157",9
"3158",5
"3159",6
"3160",3
"3161",12
"3162",14
"3163",8
"3164",3
"3165",2
"3166",3
"3167",5
"3168",1
"3169",6
"3170",4
"3171",1
"3172",24
"3173",8
"3174",8
"3175",5
"3176",1
"3177",1
"3178",2
"3179",16
"3180",14
"3181",1
"3182",2
"3183",4
"3184",19
"3185",6
"3186",8
"3187",6
"3188",6
"3189",5
"3190",12
"3191",1
"3192",1
"3193",6
"3194",2
"3195",2
"3196",14
"3197",9
"3198",9
"3199",1
"3200",3
"3201",2
"3202",3
"3203",10
"3204",5
"3205",13
"3206",2
"3207",8
"3208",7
"3209",8
"3210",3
"3211",4
"3212",3
"3213",7
"3214",2
"3215",1
"3216",3
"3217",2
"3218",3
"3219",3
"3220",3
"3221",10
"3222",8
"3223",3
"3224",1
"3225",5
"3226",2
"3227",8
"3228",16
"3229",4
"3230",15
"3231",1
"3232",18
"3233",1
"3234",8
"3235",1
"3236",1
"3237",4
"3238",6
"3239",1
"3240",6
"3241",28
"3242",13
"3243",6
"3244",2
"3245",3
"3246",3
"3247",2
"3248",1
"3249",4
"3250",5
"3251",4
"3252",2
"3253",6
"3254",19
"3255",8
"3256",9
"3257",1
"3258",8
"3259",1
"3260",1
"3261",12
"3262",3
"3263",1
"3264",10
"3265",3
"3266",4
"3267",27
"3268",17
"3269",2
"3270",4
"3271",7
"3272",3
"3273",1
"3274",7
"3275",6
"3276",1
"3277",4
"3278",3
"3279",5
"3280",5
"3281",7
"3282",1
"3283",19
"3284",3
"3285",5
"3286",11
"3287",36
"3288",14
"3289",1
"3290",6
"3291",4
"3292",17
"3293",2
"3294",2
"3295",13
"3296",1
"3297",3
"3298",7
"3299",6
"3300",1
"3301",9
"3302",3
"3303",1
"3304",1
"3305",7
"3306",2
"3307",2
"3308",11
"3309",8
"3310",3
"3311",12
"3312",1
"3313",9
"3314",3
"3315",3
"3316",5
"3317",8
"3318",1
"3319",1
"3320",5
"3321",3
"3322",8
"3323",10
"3324",1
"3325",13
"3326",9
"3327",1
"3328",2
"3329",3
"3330",5
"3331",12
"3332",2
"3333",8
"3334",4
"3335",2
"3336",1
"3337",7
"3338",8
"3339",5
"3340",1
"3341",2
"3342",2
"3343",9
"3344",4
"3345",4
"3346",13
"3347",4
"3348",3
"3349",1
"3350",1
"3351",1
"3352",8
"3353",13
"3354",1
"3355",5
"3356",15
"3357",3
"3358",5
"3359",2
"3360",9
"3361",4
"3362",3
"3363",6
"3364",7
"3365",4
"3366",9
"3367",3
"3368",4
"3369",13
"3370",7
"3371",2
"3372",7
"3373",2
"3374",10
"3375",30
"3376",2
"3377",4
"3378",30
"3379",3
"3380",2
"3381",5
"3382",3
"3383",9
"3384",4
"3385",1
"3386",9
"3387",1
"3388",1
"3389",1
"3390",3
"3391",2
"3392",8
"3393",3
"3394",2
"3395",7
"3396",5
"3397",1
"3398",8
"3399",1
"3400",5
"3401",6
"3402",21
"3403",2
"3404",6
"3405",4
"3406",5
"3407",2
"3408",7
"3409",4
"3410",1
"3411",4
"3412",2
"3413",1
"3414",11
"3415",5
"3416",3
"3417",1
"3418",14
"3419",2
"3420",6
"3421",12
"3422",6
"3423",6
"3424",5
"3425",13
"3426",5
"3427",1
"3428",1
"3429",3
"3430",5
"3431",1
"3432",1
"3433",1
"3434",11
"3435",2
"3436",2
"3437",1
"3438",3
"3439",5
"3440",1
"3441",1
"3442",3
"3443",2
"3444",2
"3445",12
"3446",1
"3447",9
"3448",8
"3449",3
"3450",1
"3451",2
"3452",20
"3453",7
"3454",15
"3455",3
"3456",4
"3457",4
"3458",11
"3459",9
"3460",11
"3461",8
"3462",3
"3463",2
"3464",3
"3465",7
"3466",3
"3467",4
"3468",4
"3469",6
"3470",10
"3471",3
"3472",17
"3473",3
"3474",4
"3475",5
"3476",1
"3477",4
"3478",8
"3479",1
"3480",1
"3481",5
"3482",3
"3483",4
"3484",9
"3485",1
"3486",1
"3487",2
"3488",7
"3489",2
"3490",1
"3491",10
"3492",6
"3493",19
"3494",3
"3495",4
"3496",3
"3497",2
"3498",1
"3499",5
"3500",13
"3501",14
"3502",12
"3503",3
"3504",1
"3505",4
"3506",13
"3507",7
"3508",5
"3509",1
"3510",1
"3511",2
"3512",11
"3513",9
"3514",4
"3515",9
"3516",10
"3517",19
"3518",1
"3519",1
"3520",10
"3521",9
"3522",8
"3523",1
"3524",21
"3525",3
"3526",1
"3527",2
"3528",2
"3529",18
"3530",1
"3531",3
"3532",1
"3533",3
"3534",5
"3535",4
"3536",9
"3537",9
"3538",3
"3539",3
"3540",1
"3541",1
"3542",11
"3543",2
"3544",9
"3545",2
"3546",3
"3547",3
"3548",4
"3549",7
"3550",2
"3551",10
"3552",1
"3553",6
"3554",2
"3555",2
"3556",5
"3557",1
"3558",5
"3559",3
"3560",1
"3561",13
"3562",3
"3563",1
"3564",8
"3565",5
"3566",3
"3567",1
"3568",7
"3569",4
"3570",25
"3571",3
"3572",2
"3573",4
"3574",4
"3575",6
"3576",1
"3577",1
"3578",6
"3579",9
"3580",2
"3581",8
"3582",4
"3583",1
"3584",3
"3585",2
"3586",4
"3587",17
"3588",12
"3589",9
"3590",1
"3591",3
"3592",8
"3593",12
"3594",2
"3595",5
"3596",6
"3597",7
"3598",4
"3599",2
"3600",1
"3601",2
"3602",3
"3603",2
"3604",2
"3605",5
"3606",18
"3607",11
"3608",1
"3609",8
"3610",4
"3611",1
"3612",5
"3613",1
"3614",12
"3615",2
"3616",1
"3617",6
"3618",2
"3619",2
"3620",10
"3621",4
"3622",4
"3623",1
"3624",6
"3625",1
"3626",3
"3627",5
"3628",4
"3629",7
"3630",2
"3631",1
"3632",1
"3633",5
"3634",7
"3635",5
"3636",4
"3637",7
"3638",4
"3639",1
"3640",1
"3641",1
"3642",1
"3643",4
"3644",3
"3645",5
"3646",15
"3647",5
"3648",11
"3649",1
"3650",3
"3651",1
"3652",1
"3653",2
"3654",3
"3655",3
"3656",5
"3657",4
"3658",12
"3659",1
"3660",7
"3661",13
"3662",7
"3663",1
"3664",5
"3665",8
"3666",22
"3667",6
"3668",7
"3669",1
"3670",1
"3671",2
"3672",6
"3673",7
"3674",3
"3675",3
"3676",10
"3677",2
"3678",12
"3679",3
"3680",2
"3681",12
"3682",7
"3683",5
"3684",11
"3685",1
"3686",12
"3687",1
"3688",3
"3689",7
"3690",3
"3691",5
"3692",4
"3693",16
"3694",7
"3695",5
"3696",3
"3697",6
"3698",2
"3699",3
"3700",2
"3701",5
"3702",2
"3703",3
"3704",3
"3705",1
"3706",3
"3707",3
"3708",5
"3709",1
"3710",4
"3711",6
"3712",6
"3713",1
"3714",3
"3715",4
"3716",3
"3717",6
"3718",1
"3719",3
"3720",4
"3721",1
"3722",1
"3723",21
"3724",4
"3725",3
"3726",2
"3727",2
"3728",4
"3729",12
"3730",10
"3731",7
"3732",1
"3733",8
"3734",17
"3735",12
"3736",1
"3737",1
"3738",6
"3739",1
"3740",2
"3741",3
"3742",1
"3743",2
"3744",11
"3745",13
"3746",4
"3747",5
"3748",3
"3749",4
"3750",18
"3751",1
"3752",10
"3753",14
"3754",14
"3755",10
"3756",8
"3757",3
"3758",11
"3759",4
"3760",6
"3761",9
"3762",11
"3763",2
"3764",9
"3765",2
"3766",7
"3767",1
"3768",6
"3769",2
"3770",2
"3771",5
"3772",7
"3773",1
"3774",3
"3775",7
"3776",3
"3777",8
"3778",2
"3779",11
"3780",4
"3781",1
"3782",2
"3783",2
"3784",1
"3785",2
"3786",4
"3787",26
"3788",2
"3789",4
"3790",4
"3791",1
"3792",11
"3793",4
"3794",5
"3795",5
"3796",1
"3797",1
"3798",5
"3799",1
"3800",2
"3801",2
"3802",7
"3803",2
"3804",2
"3805",1
"3806",1
"3807",4
"3808",5
"3809",2
"3810",4
"3811",1
"3812",4
"3813",6
"3814",2
"3815",2
"3816",1
"3817",12
"3818",2
"3819",1
"3820",2
"3821",7
"3822",1
"3823",4
"3824",2
"3825",1
"3826",3
"3827",13
"3828",1
"3829",1
"3830",7
"3831",7
"3832",1
"3833",5
"3834",3
"3835",7
"3836",2
"3837",6
"3838",3
"3839",3
"3840",3
"3841",1
"3842",1
"3843",14
"3844",11
"3845",1
"3846",6
"3847",2
"3848",2
"3849",7
"3850",2
"3851",6
"3852",10
"3853",3
"3854",1
"3855",16
"3856",9
"3857",1
"3858",4
"3859",6
"3860",1
"3861",4
"3862",2
"3863",7
"3864",1
"3865",12
"3866",11
"3867",2
"3868",1
"3869",1
"3870",3
"3871",4
"3872",7
"3873",4
"3874",5
"3875",4
"3876",1
"3877",1
"3878",1
"3879",4
"3880",2
"3881",1
"3882",3
"3883",1
"3884",8
"3885",2
"3886",4
"3887",4
"3888",1
"3889",4
"3890",1
"3891",15
"3892",3
"3893",5
"3894",6
"3895",1
"3896",7
"3897",19
"3898",4
"3899",2
"3900",10
"3901",6
"3902",2
"3903",1
"3904",3
"3905",4
"3906",1
"3907",9
"3908",5
"3909",5
"3910",2
"3911",7
"3912",2
"3913",1
"3914",2
"3915",2
"3916",3
"3917",4
"3918",6
"3919",4
"3920",2
"3921",9
"3922",1
"3923",2
"3924",1
"3925",6
"3926",1
"3927",21
"3928",4
"3929",2
"3930",1
"3931",9
"3932",2
"3933",2
"3934",2
"3935",7
"3936",2
"3937",4
"3938",5
"3939",1
"3940",2
"3941",3
"3942",7
"3943",2
"3944",2
"3945",3
"3946",10
"3947",7
"3948",4
"3949",6
"3950",6
"3951",19
"3952",1
"3953",7
"3954",1
"3955",3
"3956",3
"3957",20
"3958",5
"3959",2
"3960",3
"3961",11
"3962",14
"3963",8
"3964",5
"3965",1
"3966",5
"3967",10
"3968",3
"3969",9
"3970",3
"3971",1
"3972",4
"3973",2
"3974",2
"3975",3
"3976",4
"3977",9
"3978",1
"3979",2
"3980",2
"3981",3
"3982",8
"3983",4
"3984",7
"3985",9
"3986",4
"3987",3
"3988",2
"3989",3
"3990",8
"3991",2
"3992",1
"3993",9
"3994",1
"3995",1
"3996",4
"3997",2
"3998",7
"3999",8
"4000",5
"4001",2
"4002",3
"4003",8
"4004",2
"4005",8
"4006",1
"4007",10
"4008",1
"4009",8
"4010",1
"4011",2
"4012",8
"4013",2
"4014",4
"4015",1
"4016",7
"4017",3
"4018",9
"4019",4
"4020",3
"4021",4
"4022",5
"4023",1
"4024",3
"4025",1
"4026",1
"4027",2
"4028",5
"4029",5
"4030",4
"4031",3
"4032",5
"4033",1
"4034",1
"4035",2
"4036",2
"4037",2
"4038",6
"4039",1
"4040",16
"4041",7
"4042",2
"4043",1
"4044",3
"4045",1
"4046",3
"4047",12
"4048",3
"4049",4
"4050",5
"4051",3
"4052",4
"4053",1
"4054",2
"4055",7
"4056",1
"4057",4
"4058",4
"4059",2
"4060",5
"4061",3
"4062",3
"4063",2
"4064",2
"4065",8
"4066",5
"4067",4
"4068",2
"4069",1
"4070",7
"4071",1
"4072",5
"4073",4
"4074",1
"4075",7
"4076",5
"4077",1
"4078",6
"4079",4
"4080",3
"4081",2
"4082",12
"4083",2
"4084",3
"4085",14
"4086",9
"4087",2
"4088",5
"4089",3
"4090",5
"4091",6
"4092",1
"4093",2
"4094",2
"4095",10
"4096",9
"4097",6
"4098",6
"4099",2
"4100",4
"4101",15
"4102",7
"4103",7
"4104",9
"4105",14
"4106",19
"4107",4
"4108",2
"4109",8
"4110",2
"4111",18
"4112",18
"4113",7
"4114",9
"4115",12
"4116",6
"4117",7
"4118",10
"4119",8
"4120",1
"4121",2
"4122",6
"4123",2
"4124",6
"4125",2
"4126",4
"4127",2
"4128",1
"4129",6
"4130",1
"4131",3
"4132",15
"4133",5
"4134",14
"4135",1
"4136",2
"4137",8
"4138",2
"4139",3
"4140",8
"4141",1
"4142",1
"4143",5
"4144",4
"4145",5
"4146",13
"4147",20
"4148",3
"4149",11
"4150",5
"4151",1
"4152",5
"4153",2
"4154",1
"4155",4
"4156",7
"4157",9
"4158",5
"4159",9
"4160",1
"4161",7
"4162",10
"4163",3
"4164",3
"4165",2
"4166",1
"4167",3
"4168",3
"4169",3
"4170",18
"4171",3
"4172",1
"4173",2
"4174",3
"4175",6
"4176",2
"4177",2
"4178",1
"4179",3
"4180",4
"4181",2
"4182",13
"4183",19
"4184",3
"4185",10
"4186",3
"4187",6
"4188",6
"4189",5
"4190",7
"4191",7
"4192",4
"4193",5
"4194",11
"4195",4
"4196",4
"4197",5
"4198",1
"4199",1
"4200",3
"4201",1
"4202",6
"4203",3
"4204",2
"4205",4
"4206",3
"4207",7
"4208",2
"4209",1
"4210",11
"4211",1
"4212",1
"4213",7
"4214",4
"4215",8
"4216",14
"4217",2
"4218",11
"4219",14
"4220",7
"4221",5
"4222",4
"4223",1
"4224",8
"4225",4
"4226",3
"4227",3
"4228",5
"4229",12
"4230",1
"4231",2
"4232",2
"4233",5
"4234",2
"4235",6
"4236",2
"4237",4
"4238",3
"4239",3
"4240",3
"4241",2
"4242",4
"4243",2
"4244",7
"4245",2
"4246",8
"4247",2
"4248",3
"4249",2
"4250",8
"4251",2
"4252",12
"4253",12
"4254",1
"4255",3
"4256",3
"4257",1
"4258",7
"4259",1
"4260",1
"4261",5
"4262",3
"4263",6
"4264",2
"4265",2
"4266",2
"4267",3
"4268",6
"4269",7
"4270",1
"4271",3
"4272",1
"4273",2
"4274",9
"4275",15
"4276",4
"4277",12
"4278",13
"4279",1
"4280",14
"4281",2
"4282",8
"4283",2
"4284",11
"4285",4
"4286",6
"4287",6
"4288",15
"4289",2
"4290",1
"4291",12
"4292",6
"4293",2
"4294",2
"4295",1
"4296",2
"4297",2
"4298",1
"4299",2
"4300",15
"4301",2
"4302",9
"4303",6
"4304",3
"4305",7
"4306",1
"4307",3
"4308",1
"4309",4
"4310",8
"4311",3
"4312",5
"4313",2
"4314",2
"4315",2
"4316",12
"4317",2
"4318",5
"4319",2
"4320",2
"4321",12
"4322",2
"4323",7
"4324",4
"4325",1
"4326",16
"4327",3
"4328",6
"4329",12
"4330",1
"4331",12
"4332",8
"4333",8
"4334",6
"4335",10
"4336",4
"4337",2
"4338",5
"4339",1
"4340",6
"4341",3
"4342",3
"4343",3
"4344",15
"4345",4
"4346",13
"4347",2
"4348",1
"4349",3
"4350",2
"4351",3
"4352",2
"4353",1
"4354",1
"4355",1
"4356",1
"4357",5
"4358",7
"4359",1
"4360",6
"4361",3
"4362",1
"4363",5
"4364",1
"4365",5
"4366",2
"4367",3
"4368",5
"4369",10
"4370",2
"4371",6
"4372",2
"4373",12
"4374",2
"4375",8
"4376",3
"4377",9
"4378",17
"4379",2
"4380",5
"4381",1
"4382",8
"4383",3
"4384",19
"4385",1
"4386",2
"4387",3
"4388",8
"4389",2
"4390",1
"4391",14
"4392",3
"4393",7
"4394",10
"4395",7
"4396",7
"4397",6
"4398",10
"4399",16
"4400",3
"4401",1
"4402",7
"4403",1
"4404",4
"4405",9
"4406",24
"4407",1
"4408",6
"4409",1
"4410",1
"4411",5
"4412",2
"4413",3
"4414",1
"4415",7
"4416",5
"4417",1
"4418",1
"4419",2
"4420",2
"4421",1
"4422",2
"4423",3
"4424",7
"4425",2
"4426",4
"4427",1
"4428",7
"4429",14
"4430",1
"4431",15
"4432",10
"4433",3
"4434",16
"4435",1
"4436",1
"4437",3
"4438",6
"4439",4
"4440",10
"4441",2
"4442",4
"4443",3
"4444",5
"4445",10
"4446",6
"4447",1
"4448",1
"4449",5
"4450",6
"4451",1
"4452",15
"4453",10
"4454",3
"4455",4
"4456",4
"4457",5
"4458",3
"4459",2
"4460",11
"4461",2
"4462",2
"4463",7
"4464",8
"4465",2
"4466",1
"4467",12
"4468",2
"4469",17
"4470",6
"4471",1
"4472",10
"4473",13
"4474",16
"4475",3
"4476",1
"4477",3
"4478",3
"4479",4
"4480",9
"4481",7
"4482",1
"4483",3
"4484",8
"4485",3
"4486",9
"4487",3
"4488",7
"4489",3
"4490",3
"4491",8
"4492",5
"4493",18
"4494",2
"4495",6
"4496",10
"4497",3
"4498",3
"4499",2
"4500",1
"4501",1
"4502",3
"4503",6
"4504",1
"4505",16
"4506",3
"4507",5
"4508",5
"4509",6
"4510",13
"4511",6
"4512",6
"4513",1
"4514",1
"4515",3
"4516",17
"4517",4
"4518",6
"4519",16
"4520",2
"4521",4
"4522",1
"4523",1
"4524",10
"4525",2
"4526",1
"4527",5
"4528",7
"4529",11
"4530",2
"4531",1
"4532",10
"4533",1
"4534",2
"4535",3
"4536",2
"4537",10
"4538",4
"4539",12
"4540",4
"4541",5
"4542",5
"4543",2
"4544",6
"4545",3
"4546",12
"4547",3
"4548",3
"4549",1
"4550",2
"4551",3
"4552",4
"4553",6
"4554",1
"4555",2
"4556",2
"4557",8
"4558",2
"4559",8
"4560",5
"4561",1
"4562",2
"4563",1
"4564",9
"4565",2
"4566",7
"4567",6
"4568",2
"4569",4
"4570",7
"4571",5
"4572",18
"4573",2
"4574",1
"4575",7
"4576",2
"4577",1
"4578",2
"4579",4
"4580",1
"4581",8
"4582",9
"4583",1
"4584",5
"4585",6
"4586",1
"4587",5
"4588",15
"4589",4
"4590",4
"4591",1
"4592",3
"4593",2
"4594",12
"4595",3
"4596",2
"4597",1
"4598",9
"4599",3
"4600",5
"4601",1
"4602",1
"4603",10
"4604",3
"4605",6
"4606",2
"4607",1
"4608",9
"4609",2
"4610",1
"4611",1
"4612",6
"4613",26
"4614",2
"4615",1
"4616",9
"4617",10
"4618",2
"4619",1
"4620",9
"4621",8
"4622",2
"4623",5
"4624",4
"4625",8
"4626",8
"4627",3
"4628",4
"4629",8
"4630",1
"4631",2
"4632",5
"4633",4
"4634",1
"4635",5
"4636",8
"4637",1
"4638",2
"4639",3
"4640",2
"4641",2
"4642",2
"4643",5
"4644",4
"4645",3
"4646",6
"4647",8
"4648",5
"4649",5
"4650",6
"4651",4
"4652",7
"4653",1
"4654",4
"4655",10
"4656",12
"4657",6
"4658",6
"4659",3
"4660",1
"4661",4
"4662",2
"4663",9
"4664",3
"4665",1
"4666",1
"4667",5
"4668",2
"4669",1
"4670",13
"4671",8
"4672",1
"4673",2
"4674",6
"4675",1
"4676",2
"4677",3
"4678",3
"4679",34
"4680",2
"4681",1
"4682",3
"4683",6
"4684",6
"4685",10
"4686",1
"4687",3
"4688",2
"4689",5
"4690",4
"4691",9
"4692",4
"4693",12
"4694",9
"4695",14
"4696",2
"4697",2
"4698",1
"4699",4
"4700",2
"4701",1
"4702",2
"4703",10
"4704",4
"4705",1
"4706",2
"4707",1
"4708",4
"4709",6
"4710",1
"4711",2
"4712",1
"4713",1
"4714",24
"4715",1
"4716",7
"4717",1
"4718",1
"4719",4
"4720",9
"4721",3
"4722",1
"4723",3
"4724",3
"4725",3
"4726",5
"4727",5
"4728",1
"4729",2
"4730",1
"4731",4
"4732",2
"4733",21
"4734",23
"4735",5
"4736",3
"4737",1
"4738",7
"4739",1
"4740",6
"4741",14
"4742",1
"4743",1
"4744",1
"4745",5
"4746",5
"4747",2
"4748",3
"4749",1
"4750",9
"4751",11
"4752",10
"4753",2
"4754",3
"4755",2
"4756",2
"4757",5
"4758",1
"4759",2
"4760",1
"4761",14
"4762",8
"4763",3
"4764",3
"4765",22
"4766",2
"4767",2
"4768",8
"4769",1
"4770",2
"4771",4
"4772",3
"4773",3
"4774",8
"4775",2
"4776",3
"4777",2
"4778",9
"4779",4
"4780",1
"4781",2
"4782",3
"4783",3
"4784",10
"4785",8
"4786",4
"4787",2
"4788",3
"4789",11
"4790",7
"4791",1
"4792",6
"4793",3
"4794",20
"4795",6
"4796",2
"4797",7
"4798",3
"4799",5
"4800",2
"4801",5
"4802",2
"4803",5
"4804",32
"4805",4
"4806",6
"4807",4
"4808",6
"4809",7
"4810",6
"4811",5
"4812",2
"4813",1
"4814",3
"4815",2
"4816",7
"4817",1
"4818",3
"4819",3
"4820",1
"4821",4
"4822",7
"4823",3
"4824",11
"4825",2
"4826",3
"4827",2
"4828",2
"4829",1
"4830",11
