treebank	n	D	Drla	Dmin
fin	6	8	11.6667	6
fin	13	28	56	21
fin	28	60	261	41
fin	18	38	107.667	27
fin	6	8	11.6667	7
fin	9	14	26.6667	12
fin	9	15	26.6667	12
fin	16	25	85	22
fin	7	8	16	6
fin	13	23	56	17
fin	5	6	8	5
fin	15	37	74.6667	25
fin	15	26	74.6667	20
fin	7	10	16	7
fin	11	14	40	13
fin	8	17	21	8
fin	10	15	33	12
fin	20	34	133	27
fin	18	34	107.667	24
fin	10	17	33	11
fin	16	25	85	23
fin	17	36	96	23
fin	18	46	107.667	28
fin	17	33	96	21
fin	9	15	26.6667	12
fin	7	9	16	7
fin	11	19	40	16
fin	10	19	33	12
fin	15	28	74.6667	21
fin	22	46	161	37
fin	8	11	21	10
fin	21	36	146.667	31
fin	14	28	65	20
fin	15	31	74.6667	23
fin	26	72	225	42
fin	13	26	56	16
fin	12	26	47.6667	15
fin	6	8	11.6667	6
fin	18	35	107.667	26
fin	12	17	47.6667	15
fin	6	9	11.6667	5
fin	15	29	74.6667	23
fin	20	41	133	29
fin	10	20	33	14
fin	18	43	107.667	26
fin	21	34	146.667	31
fin	10	17	33	13
fin	15	29	74.6667	19
fin	14	19	65	19
fin	13	25	56	17
fin	17	43	96	23
fin	22	41	161	34
fin	18	35	107.667	27
fin	22	58	161	37
fin	23	67	176	37
fin	30	72	299.667	47
fin	12	19	47.6667	16
fin	21	43	146.667	36
fin	5	5	8	4
fin	15	23	74.6667	15
fin	9	12	26.6667	12
fin	12	26	47.6667	18
fin	9	12	26.6667	10
fin	21	50	146.667	32
fin	13	32	56	16
fin	16	32	85	24
fin	7	8	16	7
fin	10	15	33	13
fin	12	17	47.6667	15
fin	11	21	40	12
fin	11	16	40	13
fin	11	18	40	17
fin	8	9	21	9
fin	13	27	56	17
fin	15	29	74.6667	18
fin	16	28	85	26
fin	11	17	40	14
fin	18	30	107.667	26
fin	15	23	74.6667	20
fin	13	18	56	18
fin	12	21	47.6667	16
fin	9	13	26.6667	12
fin	17	36	96	25
fin	5	5	8	5
fin	6	7	11.6667	5
fin	25	62	208	34
fin	11	16	40	15
fin	12	18	47.6667	14
fin	8	9	21	9
fin	18	30	107.667	26
fin	15	27	74.6667	19
fin	14	33	65	18
fin	16	25	85	22
fin	16	35	85	23
fin	23	47	176	41
fin	22	44	161	37
fin	29	74	280	47
fin	12	22	47.6667	16
fin	22	41	161	36
fin	13	19	56	16
fin	15	27	74.6667	22
fin	9	13	26.6667	11
fin	23	64	176	36
fin	10	15	33	12
fin	15	38	74.6667	20
fin	16	29	85	23
fin	9	13	26.6667	9
fin	7	10	16	9
fin	5	7	8	5
fin	27	55	242.667	45
fin	16	36	85	29
fin	19	45	120	27
fin	24	61	191.667	38
fin	17	31	96	20
fin	14	26	65	18
fin	9	14	26.6667	11
fin	14	33	65	20
fin	16	25	85	18
fin	16	30	85	21
fin	19	36	120	27
fin	21	40	146.667	31
fin	16	32	85	25
fin	8	13	21	9
fin	19	52	120	30
fin	9	13	26.6667	10
fin	11	24	40	12
fin	24	41	191.667	37
fin	11	23	40	16
fin	19	37	120	30
fin	24	47	191.667	38
fin	7	10	16	8
fin	15	24	74.6667	19
fin	14	28	65	20
fin	17	37	96	24
fin	15	23	74.6667	20
fin	17	35	96	28
fin	7	11	16	7
fin	7	9	16	7
fin	22	37	161	33
fin	24	52	191.667	34
fin	9	15	26.6667	11
fin	14	34	65	21
fin	15	31	74.6667	22
fin	11	19	40	13
fin	11	24	40	15
fin	6	10	11.6667	6
fin	30	65	299.667	50
fin	5	5	8	4
fin	8	12	21	9
fin	17	32	96	28
fin	15	30	74.6667	21
fin	10	13	33	11
fin	19	52	120	27
fin	18	44	107.667	29
fin	21	40	146.667	35
fin	14	21	65	18
fin	16	34	85	22
fin	9	17	26.6667	10
fin	14	28	65	20
fin	26	64	225	50
fin	12	18	47.6667	15
fin	18	27	107.667	24
fin	9	14	26.6667	11
fin	16	26	85	21
fin	21	37	146.667	33
fin	6	6	11.6667	5
fin	15	28	74.6667	21
fin	14	21	65	19
fin	21	38	146.667	29
fin	25	59	208	45
fin	7	9	16	8
fin	9	13	26.6667	11
fin	14	29	65	16
fin	11	21	40	14
fin	16	23	85	22
fin	9	12	26.6667	10
fin	12	21	47.6667	15
fin	12	20	47.6667	17
fin	10	17	33	15
fin	15	29	74.6667	23
fin	10	17	33	13
fin	6	9	11.6667	6
fin	39	89	506.667	68
fin	12	24	47.6667	14
fin	7	13	16	6
fin	21	48	146.667	31
fin	5	5	8	5
fin	12	29	47.6667	17
fin	14	27	65	19
fin	8	13	21	9
fin	8	12	21	9
fin	13	29	56	17
fin	4	3	5	3
fin	6	9	11.6667	7
fin	14	28	65	22
fin	6	7	11.6667	6
fin	6	9	11.6667	9
fin	10	17	33	13
fin	12	21	47.6667	16
fin	6	7	11.6667	7
fin	3	3	2.66667	2
fin	10	15	33	13
fin	10	15	33	13
fin	6	9	11.6667	6
fin	15	28	74.6667	22
fin	23	41	176	36
fin	12	19	47.6667	13
fin	7	12	16	8
fin	5	5	8	4
fin	10	18	33	11
fin	13	28	56	15
fin	17	33	96	27
fin	8	12	21	10
fin	25	42	208	32
fin	6	7	11.6667	7
fin	8	14	21	10
fin	11	20	40	14
fin	29	55	280	48
fin	17	40	96	29
fin	25	56	208	40
fin	13	30	56	15
fin	12	19	47.6667	14
fin	14	26	65	18
fin	6	6	11.6667	6
fin	8	11	21	8
fin	12	30	47.6667	16
fin	7	9	16	8
fin	19	40	120	29
fin	17	32	96	23
fin	11	20	40	14
fin	11	16	40	14
fin	12	20	47.6667	15
fin	12	27	47.6667	15
fin	6	9	11.6667	6
fin	19	40	120	27
fin	10	14	33	12
fin	10	12	33	11
fin	9	11	26.6667	10
fin	21	40	146.667	30
fin	12	20	47.6667	13
fin	6	8	11.6667	6
fin	18	27	107.667	27
fin	18	49	107.667	28
fin	16	26	85	23
fin	5	7	8	4
fin	20	39	133	30
fin	16	40	85	22
fin	12	20	47.6667	14
fin	15	26	74.6667	20
fin	8	12	21	9
fin	5	6	8	4
fin	12	21	47.6667	15
fin	8	10	21	10
fin	8	15	21	7
fin	12	18	47.6667	15
fin	7	12	16	8
fin	22	39	161	33
fin	16	25	85	24
fin	13	26	56	18
fin	20	37	133	30
fin	11	16	40	15
fin	10	18	33	12
fin	11	16	40	15
fin	16	23	85	19
fin	13	22	56	14
fin	10	14	33	13
fin	12	18	47.6667	16
fin	12	19	47.6667	16
fin	15	30	74.6667	17
fin	18	35	107.667	26
fin	7	9	16	9
fin	22	45	161	36
fin	7	10	16	8
fin	18	34	107.667	25
fin	6	7	11.6667	6
fin	7	10	16	8
fin	8	11	21	9
fin	10	13	33	11
fin	13	24	56	18
fin	8	11	21	9
fin	14	31	65	18
fin	6	7	11.6667	6
fin	10	13	33	12
fin	14	27	65	22
fin	11	20	40	13
fin	20	59	133	29
fin	11	20	40	13
fin	15	28	74.6667	23
fin	17	38	96	23
fin	12	23	47.6667	18
fin	20	31	133	28
fin	11	22	40	13
fin	12	25	47.6667	14
fin	21	41	146.667	34
fin	16	37	85	26
fin	6	6	11.6667	6
fin	10	15	33	12
fin	12	16	47.6667	14
fin	12	30	47.6667	14
fin	16	29	85	26
fin	12	24	47.6667	16
fin	10	17	33	10
fin	13	24	56	18
fin	6	7	11.6667	6
fin	16	23	85	20
fin	9	15	26.6667	11
fin	12	22	47.6667	12
fin	7	6	16	6
fin	8	10	21	9
fin	10	15	33	12
fin	10	20	33	13
fin	16	27	85	22
fin	10	15	33	12
fin	8	11	21	9
fin	10	15	33	12
fin	12	22	47.6667	16
fin	12	17	47.6667	15
fin	4	4	5	4
fin	7	11	16	9
fin	10	16	33	12
fin	21	41	146.667	35
fin	14	31	65	23
fin	8	13	21	11
fin	5	10	8	5
fin	9	12	26.6667	11
fin	9	12	26.6667	10
fin	10	22	33	10
fin	15	26	74.6667	21
fin	14	33	65	17
fin	13	28	56	15
fin	17	32	96	23
fin	8	12	21	10
fin	7	10	16	7
fin	8	12	21	9
fin	6	6	11.6667	5
fin	4	5	5	3
fin	21	40	146.667	32
fin	10	15	33	12
fin	12	21	47.6667	17
fin	12	18	47.6667	14
fin	7	10	16	7
fin	15	31	74.6667	24
fin	3	2	2.66667	2
fin	15	29	74.6667	21
fin	21	44	146.667	34
fin	7	10	16	8
fin	8	11	21	9
fin	13	22	56	16
fin	24	40	191.667	37
fin	22	46	161	34
fin	13	30	56	17
fin	11	17	40	14
fin	12	17	47.6667	14
fin	18	33	107.667	29
fin	7	7	16	7
fin	24	56	191.667	40
fin	15	26	74.6667	22
fin	9	19	26.6667	11
fin	14	19	65	18
fin	13	27	56	16
fin	9	14	26.6667	10
fin	14	26	65	21
fin	16	35	85	22
fin	13	34	56	16
fin	11	18	40	14
fin	13	18	56	15
fin	15	24	74.6667	23
fin	14	31	65	19
fin	16	32	85	23
fin	16	29	85	21
fin	6	8	11.6667	7
fin	11	21	40	12
fin	16	22	85	21
fin	10	19	33	12
fin	23	46	176	36
fin	14	26	65	22
fin	13	24	56	21
fin	13	24	56	16
fin	12	19	47.6667	16
fin	17	35	96	25
fin	11	19	40	14
fin	13	20	56	18
fin	17	33	96	24
fin	17	39	96	23
fin	15	29	74.6667	22
fin	19	25	120	24
fin	30	81	299.667	55
fin	15	28	74.6667	23
fin	24	65	191.667	36
fin	14	29	65	19
fin	11	21	40	15
fin	20	59	133	29
fin	11	22	40	14
fin	21	37	146.667	32
fin	15	33	74.6667	18
fin	12	23	47.6667	17
fin	12	16	47.6667	15
fin	13	22	56	18
fin	13	21	56	17
fin	21	39	146.667	32
fin	20	38	133	30
fin	13	20	56	17
fin	20	47	133	26
fin	18	32	107.667	25
fin	11	15	40	14
fin	18	35	107.667	25
fin	10	13	33	13
fin	11	15	40	15
fin	16	28	85	22
fin	15	27	74.6667	21
fin	26	68	225	37
fin	16	28	85	21
fin	14	27	65	19
fin	27	48	242.667	41
fin	21	48	146.667	35
fin	11	24	40	14
fin	13	20	56	18
fin	33	79	362.667	53
fin	15	28	74.6667	24
fra	40	117	533	74
fra	19	43	120	26
fra	41	103	560	65
fra	39	87	506.667	60
fra	13	20	56	19
fra	13	33	56	20
fra	7	9	16	8
fra	42	87	587.667	69
fra	21	41	146.667	33
fra	8	13	21	10
fra	23	58	176	38
fra	16	32	85	24
fra	21	54	146.667	31
fra	29	63	280	45
fra	20	37	133	30
fra	16	25	85	22
fra	15	22	74.6667	19
fra	46	117	705	89
fra	14	29	65	27
fra	27	66	242.667	41
fra	18	30	107.667	24
fra	15	20	74.6667	17
fra	38	77	481	61
fra	15	24	74.6667	20
fra	17	34	96	24
fra	17	31	96	24
fra	29	51	280	41
fra	36	78	431.667	53
fra	15	28	74.6667	21
fra	35	95	408	59
fra	26	51	225	40
fra	17	24	96	22
fra	21	31	146.667	29
fra	34	74	385	62
fra	19	32	120	27
fra	25	51	208	40
fra	23	38	176	32
fra	7	10	16	8
fra	14	26	65	20
fra	15	26	74.6667	21
fra	18	35	107.667	26
fra	10	16	33	14
fra	20	40	133	31
fra	37	91	456	54
fra	28	51	261	42
fra	29	46	280	41
fra	17	28	96	24
fra	41	83	560	61
fra	25	51	208	37
fra	37	96	456	64
fra	17	35	96	28
fra	25	54	208	36
fra	19	40	120	26
fra	33	57	362.667	50
fra	14	24	65	19
fra	40	83	533	65
fra	40	69	533	62
fra	19	27	120	25
fra	26	40	225	38
fra	19	46	120	34
fra	18	41	107.667	29
fra	16	29	85	21
fra	14	20	65	17
fra	23	47	176	32
fra	16	25	85	22
fra	13	19	56	17
fra	17	47	96	32
fra	26	65	225	42
fra	11	22	40	16
fra	33	85	362.667	55
fra	25	40	208	38
fra	29	58	280	51
fra	28	73	261	50
fra	29	73	280	46
fra	14	25	65	18
fra	18	25	107.667	24
fra	20	58	133	33
fra	19	30	120	26
fra	24	41	191.667	37
fra	22	45	161	39
fra	15	29	74.6667	19
fra	23	58	176	30
fra	34	76	385	62
fra	15	28	74.6667	22
fra	40	78	533	63
fra	28	53	261	44
fra	27	77	242.667	43
fra	32	56	341	50
fra	34	62	385	53
fra	30	58	299.667	52
fra	16	34	85	21
fra	35	70	408	57
fra	39	113	506.667	68
fra	24	58	191.667	36
fra	35	98	408	58
fra	10	18	33	16
fra	17	27	96	23
fra	31	66	320	49
fra	19	41	120	27
fra	20	47	133	34
fra	41	95	560	67
fra	25	37	208	36
fra	40	87	533	63
fra	16	31	85	23
fra	37	121	456	78
fra	29	58	280	46
fra	41	92	560	60
fra	29	66	280	46
fra	40	81	533	70
fra	36	64	431.667	51
fra	11	19	40	15
fra	18	35	107.667	27
fra	22	32	161	30
fra	10	14	33	13
fra	37	73	456	55
fra	38	95	481	68
fra	24	73	191.667	41
fra	34	55	385	52
fra	9	14	26.6667	10
fra	25	57	208	39
fra	15	25	74.6667	18
fra	37	77	456	60
fra	20	34	133	31
fra	17	36	96	26
fra	4	4	5	3
fra	24	48	191.667	40
fra	20	31	133	27
fra	23	44	176	34
fra	12	21	47.6667	15
fra	18	37	107.667	26
fra	18	30	107.667	24
fra	23	40	176	31
fra	24	48	191.667	42
fra	14	25	65	23
fra	26	57	225	42
fra	10	13	33	13
fra	29	87	280	53
fra	41	103	560	66
fra	28	62	261	45
fra	17	34	96	24
fra	22	35	161	29
fra	35	92	408	58
fra	26	64	225	48
fra	28	49	261	42
fra	21	78	146.667	30
fra	24	58	191.667	39
fra	23	71	176	32
fra	12	15	47.6667	15
fra	6	13	11.6667	7
fra	18	28	107.667	24
fra	26	46	225	39
fra	26	60	225	40
fra	17	25	96	24
fra	16	36	85	22
fra	23	51	176	36
fra	30	51	299.667	46
fra	20	38	133	30
fra	29	45	280	41
fra	11	20	40	14
fra	13	24	56	19
fra	16	26	85	21
fra	35	72	408	59
fra	21	35	146.667	33
fra	12	21	47.6667	14
fra	20	45	133	31
fra	19	35	120	27
fra	19	42	120	26
fra	16	32	85	23
fra	10	17	33	10
fra	13	20	56	18
fra	6	9	11.6667	6
fra	28	65	261	51
fra	16	33	85	22
fra	9	15	26.6667	10
fra	26	51	225	44
fra	7	7	16	7
fra	17	34	96	24
fra	11	20	40	12
fra	23	42	176	33
fra	14	26	65	20
fra	15	26	74.6667	20
fra	18	32	107.667	29
fra	17	29	96	27
fra	17	30	96	22
fra	23	38	176	33
fra	22	40	161	32
fra	8	11	21	10
fra	10	15	33	12
fra	18	26	107.667	26
fra	14	20	65	20
fra	30	62	299.667	45
fra	24	42	191.667	35
fra	26	50	225	42
fra	8	9	21	8
fra	16	31	85	22
fra	22	32	161	29
fra	33	81	362.667	56
fra	22	46	161	33
fra	11	24	40	14
fra	26	52	225	37
fra	32	74	341	51
fra	15	30	74.6667	22
fra	37	71	456	60
fra	26	55	225	41
fra	14	26	65	19
fra	18	37	107.667	27
fra	26	49	225	39
fra	19	36	120	29
fra	4	4	5	4
fra	18	26	107.667	25
fra	13	31	56	20
fra	28	46	261	40
fra	8	12	21	9
fra	22	57	161	30
fra	21	30	146.667	29
fra	17	38	96	23
fra	21	37	146.667	34
fra	27	60	242.667	43
fra	29	85	280	52
fra	32	97	341	54
fra	33	83	362.667	45
fra	38	73	481	65
fra	6	7	11.6667	6
fra	9	11	26.6667	10
fra	39	86	506.667	64
fra	27	57	242.667	35
fra	23	52	176	37
fra	27	57	242.667	44
fra	13	21	56	16
fra	5	5	8	4
fra	24	68	191.667	42
fra	27	64	242.667	49
fra	13	24	56	22
fra	10	18	33	12
fra	23	39	176	28
fra	30	69	299.667	47
fra	26	55	225	43
fra	29	58	280	43
fra	12	17	47.6667	17
fra	13	22	56	15
fra	10	13	33	12
fra	36	87	431.667	64
fra	45	87	674.667	81
fra	14	25	65	20
fra	20	31	133	27
fra	24	46	191.667	35
fra	20	44	133	28
fra	12	20	47.6667	15
fra	26	52	225	40
fra	9	12	26.6667	10
fra	23	55	176	34
fra	17	28	96	26
fra	19	38	120	30
fra	18	35	107.667	27
fra	12	18	47.6667	17
fra	26	40	225	38
fra	12	20	47.6667	16
fra	40	77	533	61
fra	39	81	506.667	61
fra	27	48	242.667	44
fra	20	33	133	26
fra	41	98	560	70
fra	33	78	362.667	54
fra	17	28	96	24
fra	21	45	146.667	32
fra	25	50	208	41
fra	9	18	26.6667	11
fra	25	58	208	37
fra	16	28	85	22
fra	28	60	261	42
fra	15	21	74.6667	20
fra	38	85	481	68
fra	28	54	261	47
fra	16	26	85	21
fra	8	8	21	8
fra	51	117	866.667	101
fra	19	47	120	28
fra	21	37	146.667	27
fra	27	57	242.667	46
fra	5	4	8	4
fra	17	30	96	23
fra	32	69	341	52
fra	16	27	85	22
fra	16	38	85	23
fra	18	50	107.667	24
fra	23	50	176	35
fra	10	14	33	13
fra	13	27	56	18
fra	13	17	56	16
fra	22	41	161	32
fra	19	32	120	27
fra	9	17	26.6667	12
fra	12	19	47.6667	15
fra	23	46	176	32
fra	18	34	107.667	24
fra	8	10	21	10
fra	21	34	146.667	28
fra	10	19	33	13
fra	22	56	161	36
fra	17	33	96	27
fra	13	20	56	16
fra	10	15	33	14
fra	27	76	242.667	42
fra	24	43	191.667	36
fra	17	27	96	25
fra	37	78	456	67
fra	9	17	26.6667	12
fra	18	37	107.667	26
fra	24	46	191.667	38
fra	23	47	176	39
fra	15	25	74.6667	21
fra	17	27	96	26
fra	14	24	65	19
fra	15	26	74.6667	19
fra	28	56	261	49
fra	18	32	107.667	27
fra	12	18	47.6667	14
fra	24	52	191.667	34
fra	17	25	96	23
fra	28	64	261	43
fra	9	11	26.6667	11
fra	20	32	133	30
fra	12	15	47.6667	15
fra	21	49	146.667	31
fra	19	44	120	27
fra	23	42	176	34
fra	18	20	107.667	20
fra	24	60	191.667	36
fra	26	53	225	41
fra	31	89	320	54
fra	18	41	107.667	28
fra	38	90	481	71
fra	25	62	208	39
fra	15	32	74.6667	22
fra	21	35	146.667	29
fra	21	41	146.667	30
fra	11	13	40	13
fra	22	55	161	35
fra	21	34	146.667	27
fra	12	19	47.6667	15
fra	14	23	65	18
fra	33	68	362.667	48
fra	24	52	191.667	38
fra	30	58	299.667	43
fra	28	70	261	38
fra	25	71	208	42
fra	16	39	85	23
fra	20	42	133	32
fra	37	99	456	65
fra	22	47	161	34
fra	22	35	161	31
fra	23	59	176	39
fra	12	15	47.6667	15
fra	15	38	74.6667	27
fra	17	26	96	22
fra	30	57	299.667	41
fra	14	26	65	18
fra	17	25	96	23
fra	19	35	120	27
fra	12	22	47.6667	17
fra	12	20	47.6667	15
fra	19	37	120	25
fra	25	40	208	34
fra	15	25	74.6667	23
fra	27	47	242.667	37
fra	9	10	26.6667	10
fra	14	28	65	20
fra	25	58	208	40
fra	13	26	56	16
fra	20	35	133	29
fra	23	55	176	37
fra	28	49	261	44
fra	27	43	242.667	41
fra	18	31	107.667	24
fra	11	16	40	14
fra	20	37	133	32
fra	15	23	74.6667	22
fra	19	28	120	23
fra	37	89	456	63
fra	17	29	96	21
fra	12	19	47.6667	17
fra	30	67	299.667	52
fra	12	17	47.6667	15
fra	16	38	85	21
fra	17	31	96	26
fra	16	33	85	20
fra	20	34	133	29
fra	25	41	208	38
fra	18	26	107.667	25
fra	16	25	85	19
fra	30	53	299.667	49
fra	17	25	96	22
fra	38	103	481	64
fra	18	32	107.667	28
fra	30	71	299.667	56
fra	34	71	385	57
fra	20	29	133	26
fra	12	14	47.6667	14
fra	17	27	96	23
fra	19	34	120	29
fra	39	97	506.667	71
fra	24	47	191.667	42
fra	37	81	456	67
fra	22	40	161	35
fra	25	60	208	40
fra	22	39	161	33
fra	20	41	133	30
fra	37	72	456	57
fra	36	89	431.667	69
fra	34	73	385	58
fra	25	50	208	42
fra	51	149	866.667	82
fra	22	42	161	30
fra	11	14	40	12
fra	22	40	161	35
fra	40	93	533	64
fra	27	53	242.667	39
fra	24	45	191.667	36
fra	18	41	107.667	29
fra	26	51	225	47
fra	11	16	40	14
fra	12	23	47.6667	15
fra	26	76	225	41
fra	18	29	107.667	24
fra	38	95	481	67
fra	23	55	176	36
fra	39	146	506.667	71
fra	29	70	280	51
fra	11	18	40	13
fra	19	38	120	24
fra	39	84	506.667	60
fra	15	22	74.6667	21
fra	22	44	161	34
fra	17	27	96	24
fra	13	17	56	17
fra	25	57	208	36
fra	23	51	176	30
fra	18	29	107.667	25
fra	12	20	47.6667	15
fra	31	69	320	52
fra	18	32	107.667	27
fra	46	102	705	83
fra	16	25	85	22
fra	20	38	133	30
fra	49	103	800	81
fra	12	20	47.6667	15
fra	32	69	341	56
fra	8	11	21	11
fra	14	20	65	19
fra	8	13	21	10
fra	8	11	21	8
fra	11	20	40	13
fra	22	45	161	34
fra	23	52	176	32
fra	35	60	408	52
fra	24	54	191.667	38
fra	14	18	65	18
fra	47	106	736	76
fra	14	23	65	18
fra	16	25	85	22
fra	9	13	26.6667	11
fra	25	53	208	39
fra	21	44	146.667	30
fra	16	28	85	25
fra	18	28	107.667	24
fra	21	45	146.667	36
fra	19	35	120	29
fra	20	32	133	26
fra	27	59	242.667	42
fra	20	37	133	30
fra	30	55	299.667	49
fra	28	60	261	46
fra	25	67	208	36
fra	14	26	65	18
fra	27	61	242.667	44
fra	19	32	120	28
fra	18	37	107.667	30
fra	23	43	176	32
fra	21	40	146.667	31
fra	26	44	225	38
fra	25	39	208	36
fra	43	130	616	78
fra	11	15	40	14
fra	53	122	936	95
fra	36	63	431.667	55
fra	19	48	120	28
fra	15	24	74.6667	21
fra	17	27	96	22
fra	19	31	120	28
fra	37	79	456	64
fra	28	51	261	42
fra	25	51	208	41
fra	24	57	191.667	39
fra	20	37	133	33
fra	20	39	133	30
fra	29	69	280	46
fra	19	46	120	26
fra	13	23	56	17
fra	20	38	133	28
fra	48	146	767.667	89
fra	19	33	120	25
fra	14	24	65	18
fra	31	71	320	47
fra	15	33	74.6667	20
fra	35	71	408	62
fra	19	35	120	29
fra	19	37	120	26
fra	21	43	146.667	31
fra	18	38	107.667	28
fra	30	69	299.667	50
fra	36	77	431.667	57
fra	17	29	96	29
fra	40	104	533	76
fra	9	11	26.6667	10
fra	17	37	96	25
fra	28	59	261	48
fra	12	22	47.6667	15
fra	12	19	47.6667	17
fra	16	27	85	23
fra	33	61	362.667	53
fra	26	52	225	41
fra	21	55	146.667	35
fra	33	62	362.667	48
fra	26	49	225	42
fra	21	44	146.667	28
fra	37	116	456	64
fra	21	40	146.667	33
fra	12	16	47.6667	16
fra	49	117	800	85
fra	33	72	362.667	58
fra	22	33	161	31
fra	24	40	191.667	37
fra	30	54	299.667	45
fra	30	52	299.667	48
fra	21	40	146.667	33
fra	29	52	280	44
fra	28	55	261	43
fra	28	52	261	41
fra	18	31	107.667	26
fra	17	43	96	25
fra	32	56	341	50
fra	6	9	11.6667	6
fra	18	32	107.667	25
fra	17	25	96	21
fra	29	62	280	45
fra	23	41	176	32
fra	30	58	299.667	47
fra	16	27	85	22
fra	23	44	176	39
fra	20	40	133	34
fra	8	9	21	9
fra	7	8	16	7
fra	12	28	47.6667	17
fra	37	91	456	69
fra	13	27	56	18
fra	18	37	107.667	28
fra	15	30	74.6667	23
fra	24	46	191.667	36
fra	24	47	191.667	37
fra	15	39	74.6667	21
fra	18	34	107.667	28
fra	10	16	33	11
fra	26	56	225	42
fra	33	73	362.667	54
fra	52	138	901	96
fra	31	67	320	47
fra	40	98	533	70
fra	16	25	85	22
fra	17	26	96	24
fra	38	74	481	62
fra	22	48	161	36
fra	13	18	56	16
fra	19	34	120	27
fra	28	75	261	47
fra	28	60	261	48
fra	12	17	47.6667	14
fra	8	10	21	9
fra	17	42	96	26
fra	43	95	616	78
fra	26	54	225	42
fra	7	10	16	7
fra	21	43	146.667	32
fra	17	28	96	23
fra	29	47	280	45
fra	10	13	33	12
fra	29	66	280	52
fra	7	9	16	8
fra	21	43	146.667	36
fra	30	54	299.667	50
fra	10	13	33	13
fra	23	43	176	36
fra	13	23	56	16
fra	11	19	40	14
fra	33	66	362.667	57
fra	23	41	176	38
fra	23	39	176	32
fra	23	39	176	34
fra	29	83	280	47
fra	32	81	341	53
fra	23	45	176	33
fra	17	29	96	22
fra	15	19	74.6667	18
fra	24	44	191.667	35
fra	26	56	225	43
fra	26	61	225	41
fra	38	107	481	76
fra	13	19	56	18
fra	33	65	362.667	51
fra	25	60	208	44
fra	32	76	341	56
fra	30	84	299.667	42
fra	21	42	146.667	29
fra	23	41	176	40
fra	14	22	65	18
fra	24	47	191.667	40
fra	25	57	208	37
fra	12	20	47.6667	13
fra	22	47	161	37
fra	41	111	560	70
fra	16	27	85	23
fra	32	77	341	55
fra	36	65	431.667	57
fra	19	37	120	28
fra	25	41	208	37
fra	26	47	225	42
fra	19	45	120	28
fra	27	61	242.667	38
fra	29	60	280	54
fra	40	102	533	69
fra	35	74	408	63
fra	40	106	533	66
fra	50	113	833	93
fra	15	22	74.6667	21
fra	33	77	362.667	54
fra	11	15	40	15
fra	24	62	191.667	35
fra	13	18	56	18
fra	25	51	208	42
fra	17	26	96	23
fra	28	48	261	43
fra	20	30	133	29
fra	20	30	133	28
fra	11	16	40	13
fra	14	27	65	22
fra	15	24	74.6667	19
fra	18	33	107.667	24
fra	15	31	74.6667	21
fra	18	36	107.667	29
fra	15	19	74.6667	18
fra	22	37	161	34
fra	26	43	225	39
fra	15	34	74.6667	22
fra	15	30	74.6667	23
fra	36	67	431.667	57
fra	24	45	191.667	36
fra	19	36	120	28
fra	23	38	176	36
fra	14	23	65	19
fra	33	80	362.667	57
fra	5	5	8	5
fra	10	14	33	12
fra	44	156	645	76
fra	17	29	96	25
fra	17	24	96	20
fra	14	20	65	19
fra	25	46	208	38
fra	28	51	261	37
fra	16	25	85	23
fra	27	48	242.667	42
fra	32	72	341	52
fra	33	74	362.667	61
fra	32	73	341	51
fra	41	104	560	79
fra	24	45	191.667	34
fra	37	73	456	58
fra	32	62	341	46
fra	21	43	146.667	35
fra	14	19	65	17
fra	27	65	242.667	46
fra	13	21	56	16
fra	24	66	191.667	35
fra	21	41	146.667	33
fra	16	24	85	20
fra	8	14	21	10
fra	15	27	74.6667	19
fra	43	105	616	77
fra	25	57	208	41
fra	24	56	191.667	33
fra	25	50	208	43
fra	28	62	261	40
fra	21	45	146.667	32
fra	11	19	40	14
fra	31	55	320	48
fra	31	56	320	43
fra	19	31	120	29
fra	43	103	616	77
fra	32	61	341	52
fra	26	54	225	40
fra	11	19	40	13
fra	34	86	385	58
fra	14	24	65	18
fra	17	24	96	22
fra	25	58	208	44
fra	24	48	191.667	38
fra	21	44	146.667	31
fra	36	84	431.667	66
fra	16	22	85	20
fra	20	35	133	31
fra	24	55	191.667	39
fra	27	70	242.667	45
fra	30	52	299.667	45
fra	30	70	299.667	54
fra	13	20	56	15
fra	24	40	191.667	30
fra	30	52	299.667	44
fra	37	81	456	53
fra	19	29	120	28
fra	23	48	176	36
fra	30	48	299.667	45
fra	25	49	208	38
fra	19	41	120	29
fra	9	14	26.6667	10
fra	34	72	385	57
fra	7	9	16	7
fra	13	21	56	19
fra	25	55	208	45
fra	36	101	431.667	61
fra	16	28	85	25
fra	34	66	385	53
fra	30	59	299.667	48
fra	29	57	280	51
fra	18	27	107.667	24
fra	27	53	242.667	40
fra	12	19	47.6667	17
fra	22	41	161	35
fra	46	107	705	82
fra	15	23	74.6667	20
fra	21	34	146.667	31
fra	23	52	176	41
fra	37	74	456	63
fra	30	54	299.667	45
fra	15	21	74.6667	20
fra	27	67	242.667	43
fra	21	36	146.667	30
fra	34	78	385	53
fra	42	117	587.667	80
fra	19	36	120	25
fra	22	40	161	31
fra	24	47	191.667	39
fra	23	42	176	29
fra	32	66	341	49
fra	19	27	120	26
fra	22	49	161	34
fra	17	30	96	28
fra	11	21	40	17
fra	24	43	191.667	41
fra	18	42	107.667	25
fra	17	26	96	21
